location,lat,lon,gauge_id,gauge_name,gauge_country,low-end,low,central,high,high-end
1006802760,22.0,-84.0,,,,0.4,0.51,0.78,1.19,2.01
1006802770,22.0,-83.0,,,,0.34,0.46,0.74,1.15,1.98
1006802800,22.0,-80.0,,,,0.27,0.37,0.62,1.01,1.83
1006802810,22.0,-79.0,,,,0.19,0.31,0.59,0.99,1.81
1006802830,22.0,-77.0,,,,0.14,0.28,0.57,0.99,1.81
1006900360,21.0,36.0,,,,0.13,0.25,0.52,0.97,1.69
1006900390,21.0,39.0,,,,0.12,0.24,0.52,0.97,1.7
1006900400,21.0,40.0,,,,0.1,0.23,0.5,0.95,1.68
1006900700,21.0,70.0,,,,-0.13,0.09,0.49,1.05,1.83
1006900710,21.0,71.0,,,,-0.15,0.07,0.47,1.03,1.8
1006900720,21.0,72.0,,,,-0.16,0.05,0.45,1.01,1.79
1006900730,21.0,73.0,,,,-0.17,0.04,0.45,1.0,1.77
1006900740,21.0,74.0,,,,-0.16,0.05,0.45,1.01,1.77
1006900860,21.0,86.0,,,,-0.12,0.1,0.48,1.02,1.79
1006900870,21.0,87.0,,,,-0.11,0.11,0.49,1.03,1.81
1006900920,21.0,92.0,,,,-0.1,0.13,0.51,1.05,1.84
1006900930,21.0,93.0,,,,-0.1,0.12,0.51,1.04,1.82
1006901060,21.0,106.0,,,,-0.08,0.14,0.55,1.07,1.85
1006901070,21.0,107.0,,,,-0.08,0.14,0.55,1.08,1.87
1006901090,21.0,109.0,,,,-0.07,0.15,0.56,1.09,1.9
1006901100,21.0,110.0,,,,-0.07,0.14,0.56,1.09,1.89
1006901110,21.0,111.0,,,,-0.08,0.14,0.56,1.09,1.91
1006902020,21.0,-158.0,,,,0.29,0.39,0.66,1.13,2.07
1006902550,21.0,-105.0,,,,0.32,0.43,0.68,1.09,1.92
1006902620,21.0,-98.0,,,,0.35,0.48,0.74,1.2,2.02
1006902630,21.0,-97.0,,,,0.39,0.5,0.76,1.21,2.04
1006902700,21.0,-90.0,,,,0.44,0.55,0.81,1.25,2.08
1006902720,21.0,-88.0,,,,0.33,0.48,0.79,1.25,2.07
1006902730,21.0,-87.0,,,,0.31,0.46,0.79,1.25,2.08
1006902820,21.0,-78.0,,,,0.15,0.27,0.56,0.96,1.78
1006902830,21.0,-77.0,,,,0.18,0.3,0.56,0.96,1.78
1006902840,21.0,-76.0,,,,0.24,0.34,0.59,0.98,1.8
1006902850,21.0,-75.0,,,,0.23,0.35,0.63,1.03,1.86
1006903430,21.0,-17.0,,,,0.18,0.31,0.58,0.99,1.78
1007000370,20.0,37.0,,,,0.13,0.25,0.53,0.98,1.71
1007000410,20.0,41.0,,,,0.12,0.24,0.52,0.97,1.69
1007000730,20.0,73.0,,,,-0.14,0.07,0.48,1.03,1.8
1007000850,20.0,85.0,,,,-0.12,0.1,0.49,1.03,1.8
1007000860,20.0,86.0,,,,-0.11,0.11,0.5,1.04,1.83
1007000870,20.0,87.0,,,,-0.09,0.13,0.52,1.06,1.85
1007000930,20.0,93.0,,,,-0.09,0.13,0.52,1.06,1.85
1007000940,20.0,94.0,,,,-0.1,0.12,0.51,1.05,1.83
1007001060,20.0,106.0,,,,-0.07,0.14,0.56,1.08,1.87
1007001100,20.0,110.0,,,,-0.07,0.15,0.56,1.1,1.91
1007001110,20.0,111.0,,,,-0.07,0.15,0.57,1.1,1.92
1007002560,20.0,-104.0,,,,0.36,0.47,0.73,1.13,1.96
1007002620,20.0,-98.0,,,,0.23,0.37,0.67,1.14,1.96
1007002630,20.0,-97.0,,,,0.28,0.4,0.68,1.14,1.96
1007002690,20.0,-91.0,,,,0.37,0.5,0.8,1.27,2.09
1007002730,20.0,-87.0,,,,0.28,0.44,0.79,1.26,2.09
1007002830,20.0,-77.0,,,,0.19,0.31,0.57,0.98,1.8
1007002840,20.0,-76.0,,,,0.24,0.35,0.61,1.02,1.85
1007002850,20.0,-75.0,,,,0.28,0.39,0.65,1.05,1.88
1007002860,20.0,-74.0,,,,0.22,0.36,0.66,1.09,1.91
1007002870,20.0,-73.0,,,,0.14,0.31,0.65,1.11,1.93
1007002880,20.0,-72.0,,,,0.1,0.28,0.63,1.11,1.93
1007002890,20.0,-71.0,,,,0.08,0.26,0.62,1.1,1.93
1007100370,19.0,37.0,,,,0.13,0.25,0.53,0.98,1.7
1007100730,19.0,73.0,,,,-0.13,0.09,0.49,1.05,1.83
1007100740,19.0,74.0,,,,-0.15,0.07,0.47,1.03,1.8
1007100830,19.0,83.0,,,,-0.13,0.09,0.48,1.02,1.8
1007100840,19.0,84.0,,,,-0.12,0.1,0.49,1.03,1.81
1007100850,19.0,85.0,,,,-0.11,0.12,0.51,1.05,1.84
1007100940,19.0,94.0,,,,-0.09,0.13,0.52,1.06,1.85
1007101050,19.0,105.0,,,,-0.08,0.14,0.55,1.07,1.86
1007101060,19.0,106.0,,,,-0.07,0.15,0.56,1.08,1.88
1007101090,19.0,109.0,,,,-0.06,0.16,0.57,1.1,1.91
1007101100,19.0,110.0,,,,-0.06,0.15,0.57,1.1,1.91
1007102560,19.0,-104.0,,,,0.39,0.51,0.76,1.17,2.02
1007102630,19.0,-97.0,,,,0.18,0.32,0.61,1.07,1.89
1007102640,19.0,-96.0,,,,0.23,0.34,0.61,1.06,1.89
1007102680,19.0,-92.0,,,,0.4,0.52,0.78,1.23,2.06
1007102720,19.0,-88.0,,,,0.29,0.46,0.81,1.28,2.1
1007102860,19.0,-74.0,,,,0.2,0.34,0.67,1.11,1.94
1007102870,19.0,-73.0,,,,0.13,0.3,0.65,1.11,1.94
1007102880,19.0,-72.0,,,,0.09,0.27,0.63,1.1,1.92
1007102890,19.0,-71.0,,,,0.07,0.26,0.62,1.09,1.9
1007102900,19.0,-70.0,,,,0.08,0.26,0.61,1.08,1.9
1007102910,19.0,-69.0,,,,0.11,0.28,0.62,1.07,1.9
1007200380,18.0,38.0,,,,0.14,0.26,0.53,0.98,1.71
1007200430,18.0,43.0,,,,0.11,0.23,0.5,0.95,1.69
1007200730,18.0,73.0,,,,-0.11,0.1,0.51,1.06,1.85
1007200740,18.0,74.0,,,,-0.13,0.08,0.49,1.04,1.82
1007200830,18.0,83.0,,,,-0.12,0.1,0.49,1.04,1.83
1007200840,18.0,84.0,,,,-0.1,0.12,0.51,1.06,1.85
1007200940,18.0,94.0,,,,-0.08,0.14,0.53,1.08,1.88
1007200950,18.0,95.0,,,,-0.09,0.13,0.52,1.06,1.85
1007200960,18.0,96.0,,,,-0.1,0.12,0.51,1.04,1.83
1007200970,18.0,97.0,,,,-0.1,0.12,0.5,1.03,1.82
1007201060,18.0,106.0,,,,-0.07,0.14,0.56,1.08,1.88
1007201090,18.0,109.0,,,,-0.06,0.16,0.58,1.11,1.92
1007201100,18.0,110.0,,,,-0.06,0.16,0.58,1.11,1.93
1007201200,18.0,120.0,,,,0.4,0.54,0.84,1.26,2.11
1007201210,18.0,121.0,,,,0.41,0.54,0.85,1.27,2.12
1007201220,18.0,122.0,,,,0.39,0.52,0.84,1.27,2.12
1007202580,18.0,-102.0,,,,0.45,0.57,0.83,1.24,2.08
1007202600,18.0,-100.0,,,,0.45,0.57,0.83,1.23,2.06
1007202640,18.0,-96.0,,,,0.17,0.29,0.57,1.01,1.83
1007202650,18.0,-95.0,,,,0.24,0.35,0.61,1.05,1.87
1007202660,18.0,-94.0,,,,0.29,0.4,0.66,1.11,1.93
1007202670,18.0,-93.0,,,,0.32,0.44,0.72,1.17,1.99
1007202720,18.0,-88.0,,,,0.35,0.51,0.86,1.33,2.16
1007202820,18.0,-78.0,,,,0.11,0.28,0.62,1.09,1.92
1007202830,18.0,-77.0,,,,0.12,0.28,0.62,1.09,1.92
1007202860,18.0,-74.0,,,,0.14,0.31,0.66,1.13,1.96
1007202870,18.0,-73.0,,,,0.11,0.29,0.65,1.12,1.95
1007202880,18.0,-72.0,,,,0.09,0.27,0.63,1.1,1.92
1007202890,18.0,-71.0,,,,0.08,0.26,0.62,1.09,1.91
1007202900,18.0,-70.0,,,,0.09,0.26,0.62,1.08,1.9
1007202910,18.0,-69.0,,,,0.13,0.29,0.62,1.06,1.88
1007202930,18.0,-67.0,,,,0.27,0.37,0.62,1.02,1.85
1007202940,18.0,-66.0,,,,0.27,0.37,0.63,1.03,1.86
1007203440,18.0,-16.0,,,,0.18,0.3,0.57,0.99,1.77
1007300430,17.0,43.0,,,,0.11,0.23,0.51,0.96,1.7
1007300540,17.0,54.0,,,,0.13,0.26,0.54,1.0,1.77
1007300730,17.0,73.0,,,,-0.1,0.11,0.52,1.08,1.88
1007300740,17.0,74.0,,,,-0.12,0.1,0.5,1.06,1.84
1007300810,17.0,81.0,,,,-0.14,0.08,0.47,1.03,1.81
1007300820,17.0,82.0,,,,-0.12,0.1,0.49,1.05,1.84
1007300830,17.0,83.0,,,,-0.1,0.12,0.51,1.07,1.87
1007300950,17.0,95.0,,,,-0.08,0.14,0.53,1.07,1.87
1007300960,17.0,96.0,,,,-0.09,0.13,0.52,1.05,1.85
1007300970,17.0,97.0,,,,-0.1,0.13,0.51,1.04,1.84
1007300980,17.0,98.0,,,,-0.1,0.12,0.51,1.04,1.83
1007300990,17.0,99.0,,,,-0.1,0.12,0.51,1.04,1.83
1007301070,17.0,107.0,,,,-0.07,0.15,0.56,1.09,1.89
1007301200,17.0,120.0,,,,0.51,0.64,0.94,1.36,2.21
1007301220,17.0,122.0,,,,0.48,0.62,0.94,1.36,2.21
1007302600,17.0,-100.0,,,,0.48,0.6,0.86,1.27,2.11
1007302660,17.0,-94.0,,,,0.19,0.33,0.62,1.06,1.89
1007303350,17.0,-25.0,,,,0.2,0.33,0.61,1.03,1.85
1007303440,17.0,-16.0,,,,0.17,0.3,0.57,0.99,1.77
1007400380,16.0,38.0,,,,0.13,0.25,0.53,0.97,1.71
1007400390,16.0,39.0,,,,0.14,0.26,0.53,0.98,1.72
1007400430,16.0,43.0,,,,0.12,0.24,0.52,0.97,1.71
1007400440,16.0,44.0,,,,0.11,0.23,0.51,0.96,1.7
1007400520,16.0,52.0,,,,0.13,0.26,0.54,1.02,1.79
1007400740,16.0,74.0,,,,-0.11,0.1,0.51,1.07,1.86
1007400750,16.0,75.0,,,,-0.13,0.08,0.49,1.04,1.83
1007400790,16.0,79.0,,,,-0.14,0.08,0.47,1.02,1.81
1007400800,16.0,80.0,,,,-0.13,0.09,0.48,1.04,1.82
1007400810,16.0,81.0,,,,-0.12,0.1,0.49,1.05,1.85
1007400820,16.0,82.0,,,,-0.1,0.12,0.51,1.08,1.88
1007400950,16.0,95.0,,,,-0.07,0.15,0.54,1.07,1.88
1007400960,16.0,96.0,,,,-0.08,0.14,0.53,1.06,1.87
1007400980,16.0,98.0,,,,-0.09,0.13,0.52,1.05,1.85
1007401080,16.0,108.0,,,,-0.07,0.15,0.56,1.09,1.9
1007401200,16.0,120.0,,,,0.61,0.74,1.04,1.45,2.3
1007401210,16.0,121.0,,,,0.64,0.77,1.06,1.48,2.32
1007402630,16.0,-97.0,,,,0.39,0.51,0.78,1.19,2.03
1007402650,16.0,-95.0,,,,0.31,0.44,0.7,1.12,1.96
1007402660,16.0,-94.0,,,,0.27,0.4,0.66,1.08,1.92
1007402670,16.0,-93.0,,,,0.24,0.36,0.63,1.05,1.88
1007402700,16.0,-90.0,,,,0.33,0.49,0.81,1.26,2.08
1007402710,16.0,-89.0,,,,0.47,0.61,0.91,1.36,2.17
1007402720,16.0,-88.0,,,,0.57,0.69,0.97,1.41,2.23
1007402730,16.0,-87.0,,,,0.48,0.62,0.93,1.38,2.21
1007402740,16.0,-86.0,,,,0.33,0.5,0.84,1.32,2.14
1007402980,16.0,-62.0,,,,0.09,0.21,0.48,0.88,1.72
1007403440,16.0,-16.0,,,,0.17,0.29,0.57,0.99,1.77
1007500390,15.0,39.0,,,,0.13,0.25,0.53,0.98,1.72
1007500430,15.0,43.0,,,,0.12,0.24,0.52,0.97,1.72
1007500440,15.0,44.0,,,,0.11,0.24,0.51,0.96,1.71
1007500490,15.0,49.0,,,,0.13,0.26,0.54,0.99,1.76
1007500500,15.0,50.0,,,,0.14,0.26,0.55,1.01,1.78
1007500740,15.0,74.0,,,,-0.1,0.12,0.52,1.08,1.88
1007500750,15.0,75.0,,,,-0.12,0.09,0.5,1.06,1.85
1007500800,15.0,80.0,,,,-0.11,0.11,0.5,1.06,1.86
1007500980,15.0,98.0,,,,-0.09,0.14,0.52,1.06,1.86
1007501090,15.0,109.0,,,,-0.07,0.15,0.56,1.09,1.91
1007501200,15.0,120.0,,,,0.68,0.81,1.1,1.51,2.37
1007501210,15.0,121.0,,,,0.72,0.84,1.13,1.54,2.39
1007502680,15.0,-92.0,,,,0.21,0.32,0.57,0.99,1.82
1007502690,15.0,-91.0,,,,0.21,0.32,0.57,0.98,1.81
1007502700,15.0,-90.0,,,,0.22,0.33,0.57,0.98,1.8
1007502710,15.0,-89.0,,,,0.39,0.54,0.85,1.29,2.1
1007502720,15.0,-88.0,,,,0.48,0.61,0.91,1.34,2.16
1007502760,15.0,-84.0,,,,0.13,0.31,0.68,1.17,2.0
1007502990,15.0,-61.0,,,,0.05,0.2,0.51,0.93,1.77
1007503360,15.0,-24.0,,,,0.21,0.33,0.62,1.03,1.86
1007503430,15.0,-17.0,,,,0.18,0.3,0.58,1.0,1.8
1007503440,15.0,-16.0,,,,0.17,0.29,0.57,0.99,1.77
1007600390,14.0,39.0,,,,0.13,0.25,0.53,0.98,1.72
1007600400,14.0,40.0,,,,0.13,0.25,0.53,0.98,1.72
1007600430,14.0,43.0,,,,0.13,0.25,0.53,0.98,1.73
1007600440,14.0,44.0,,,,0.12,0.24,0.52,0.97,1.72
1007600450,14.0,45.0,,,,0.13,0.25,0.53,0.97,1.73
1007600460,14.0,46.0,,,,0.13,0.26,0.54,0.98,1.74
1007600470,14.0,47.0,,,,0.14,0.26,0.54,0.99,1.75
1007600490,14.0,49.0,,,,0.15,0.27,0.56,1.02,1.79
1007600740,14.0,74.0,,,,-0.08,0.13,0.54,1.1,1.91
1007600750,14.0,75.0,,,,-0.1,0.11,0.52,1.07,1.87
1007600760,14.0,76.0,,,,-0.12,0.09,0.5,1.05,1.84
1007600790,14.0,79.0,,,,-0.12,0.1,0.49,1.05,1.84
1007600800,14.0,80.0,,,,-0.1,0.11,0.51,1.07,1.87
1007600980,14.0,98.0,,,,-0.08,0.14,0.53,1.07,1.88
1007601000,14.0,100.0,,,,-0.09,0.14,0.53,1.06,1.86
1007601010,14.0,101.0,,,,-0.08,0.13,0.54,1.07,1.87
1007601090,14.0,109.0,,,,-0.08,0.14,0.56,1.08,1.91
1007601200,14.0,120.0,,,,0.66,0.78,1.07,1.48,2.34
1007601210,14.0,121.0,,,,0.68,0.8,1.08,1.5,2.35
1007601220,14.0,122.0,,,,0.61,0.74,1.03,1.44,2.29
1007601230,14.0,123.0,,,,0.5,0.62,0.92,1.34,2.2
1007601240,14.0,124.0,,,,0.39,0.52,0.82,1.24,2.1
1007602690,14.0,-91.0,,,,0.24,0.35,0.6,1.01,1.84
1007602700,14.0,-90.0,,,,0.25,0.35,0.59,0.99,1.82
1007602710,14.0,-89.0,,,,0.24,0.34,0.58,0.98,1.81
1007602730,14.0,-87.0,,,,0.22,0.33,0.58,0.98,1.8
1007602770,14.0,-83.0,,,,0.1,0.28,0.65,1.15,1.98
1007603430,14.0,-17.0,,,,0.18,0.31,0.59,1.01,1.81
1007603440,14.0,-16.0,,,,0.17,0.29,0.57,0.99,1.77
1007603450,14.0,-15.0,,,,0.16,0.28,0.56,0.98,1.75
1007700430,13.0,43.0,,,,0.13,0.26,0.53,0.99,1.74
1007700440,13.0,44.0,,,,0.13,0.26,0.54,0.98,1.74
1007700450,13.0,45.0,,,,0.18,0.28,0.54,0.97,1.73
1007700540,13.0,54.0,,,,0.17,0.3,0.6,1.12,1.92
1007700750,13.0,75.0,,,,-0.09,0.12,0.53,1.09,1.89
1007700790,13.0,79.0,,,,-0.12,0.1,0.5,1.06,1.86
1007700800,13.0,80.0,,,,-0.1,0.12,0.52,1.08,1.89
1007700990,13.0,99.0,,,,-0.08,0.14,0.53,1.07,1.88
1007701000,13.0,100.0,,,,-0.08,0.14,0.54,1.08,1.89
1007701010,13.0,101.0,,,,-0.08,0.14,0.55,1.08,1.89
1007701020,13.0,102.0,,,,-0.08,0.14,0.55,1.08,1.89
1007701030,13.0,103.0,,,,-0.08,0.14,0.55,1.08,1.88
1007701080,13.0,108.0,,,,-0.09,0.13,0.54,1.07,1.88
1007701090,13.0,109.0,,,,-0.08,0.14,0.56,1.08,1.91
1007701210,13.0,121.0,,,,0.55,0.67,0.96,1.37,2.23
1007701230,13.0,123.0,,,,0.41,0.53,0.82,1.24,2.11
1007701240,13.0,124.0,,,,0.32,0.44,0.75,1.16,2.03
1007701250,13.0,125.0,,,,0.26,0.39,0.69,1.11,1.98
1007702720,13.0,-88.0,,,,0.24,0.34,0.59,0.99,1.82
1007702730,13.0,-87.0,,,,0.22,0.33,0.57,0.98,1.8
1007702740,13.0,-86.0,,,,0.21,0.32,0.57,0.98,1.81
1007702780,13.0,-82.0,,,,0.11,0.29,0.66,1.16,1.99
1007703000,13.0,-60.0,,,,0.06,0.24,0.59,1.05,1.87
1007703430,13.0,-17.0,,,,0.18,0.31,0.59,1.01,1.82
1007703440,13.0,-16.0,,,,0.17,0.29,0.57,0.99,1.78
1007703450,13.0,-15.0,,,,0.16,0.28,0.56,0.98,1.76
1007800430,12.0,43.0,,,,0.14,0.26,0.54,0.99,1.75
1007800750,12.0,75.0,,,,-0.08,0.13,0.54,1.1,1.92
1007800760,12.0,76.0,,,,-0.1,0.12,0.52,1.08,1.88
1007800790,12.0,79.0,,,,-0.11,0.11,0.51,1.06,1.87
1007800800,12.0,80.0,,,,-0.09,0.13,0.53,1.09,1.9
1007800930,12.0,93.0,,,,-0.04,0.18,0.58,1.13,1.96
1007800990,12.0,99.0,,,,-0.07,0.15,0.54,1.08,1.89
1007801080,12.0,108.0,,,,-0.08,0.14,0.55,1.07,1.89
1007801090,12.0,109.0,,,,-0.07,0.15,0.56,1.09,1.92
1007801210,12.0,121.0,,,,0.41,0.53,0.82,1.23,2.1
1007801220,12.0,122.0,,,,0.36,0.48,0.77,1.19,2.06
1007801230,12.0,123.0,,,,0.3,0.43,0.72,1.14,2.0
1007801240,12.0,124.0,,,,0.25,0.37,0.67,1.08,1.95
1007801250,12.0,125.0,,,,0.2,0.33,0.64,1.05,1.91
1007802730,12.0,-87.0,,,,0.23,0.34,0.59,1.0,1.84
1007802740,12.0,-86.0,,,,0.22,0.33,0.58,0.99,1.82
1007802760,12.0,-84.0,,,,0.25,0.36,0.64,1.07,1.9
1007802870,12.0,-73.0,,,,0.32,0.44,0.72,1.15,1.97
1007802880,12.0,-72.0,,,,0.28,0.4,0.68,1.11,1.93
1007802900,12.0,-70.0,,,,0.25,0.37,0.65,1.08,1.9
1007802910,12.0,-69.0,,,,0.09,0.28,0.64,1.13,1.94
1007803440,12.0,-16.0,,,,0.17,0.3,0.58,1.0,1.79
1007803450,12.0,-15.0,,,,0.16,0.29,0.57,0.98,1.77
1007803460,12.0,-14.0,,,,0.16,0.28,0.56,0.97,1.75
1007900420,11.0,42.0,,,,0.14,0.26,0.54,0.99,1.74
1007900430,11.0,43.0,,,,0.14,0.26,0.54,1.0,1.75
1007900440,11.0,44.0,,,,0.15,0.27,0.55,1.0,1.77
1007900470,11.0,47.0,,,,0.15,0.28,0.56,1.01,1.79
1007900480,11.0,48.0,,,,0.15,0.27,0.56,1.01,1.79
1007900490,11.0,49.0,,,,0.15,0.27,0.56,1.02,1.8
1007900760,11.0,76.0,,,,-0.09,0.13,0.54,1.1,1.91
1007900770,11.0,77.0,,,,-0.1,0.12,0.52,1.08,1.89
1007900790,11.0,79.0,,,,-0.11,0.11,0.51,1.06,1.87
1007900800,11.0,80.0,,,,-0.09,0.13,0.53,1.08,1.9
1007901040,11.0,104.0,,,,-0.07,0.15,0.55,1.09,1.9
1007901050,11.0,105.0,,,,-0.08,0.14,0.55,1.08,1.89
1007901060,11.0,106.0,,,,-0.09,0.14,0.54,1.07,1.89
1007901070,11.0,107.0,,,,-0.08,0.14,0.55,1.07,1.89
1007901080,11.0,108.0,,,,-0.08,0.15,0.56,1.08,1.91
1007901090,11.0,109.0,,,,-0.06,0.16,0.57,1.1,1.94
1007901220,11.0,122.0,,,,0.26,0.38,0.67,1.09,1.95
1007901230,11.0,123.0,,,,0.22,0.34,0.63,1.05,1.91
1007901240,11.0,124.0,,,,0.19,0.31,0.6,1.02,1.88
1007901250,11.0,125.0,,,,0.17,0.29,0.6,1.01,1.87
1007902750,11.0,-85.0,,,,0.26,0.37,0.62,1.02,1.85
1007902850,11.0,-75.0,,,,0.44,0.55,0.81,1.23,2.05
1007902860,11.0,-74.0,,,,0.39,0.5,0.77,1.19,2.0
1007902880,11.0,-72.0,,,,0.27,0.39,0.67,1.1,1.91
1007902900,11.0,-70.0,,,,0.23,0.35,0.63,1.05,1.86
1007902930,11.0,-67.0,,,,0.08,0.26,0.63,1.12,1.93
1007902960,11.0,-64.0,,,,0.08,0.26,0.62,1.11,1.91
1007902970,11.0,-63.0,,,,0.07,0.26,0.62,1.11,1.92
1007902990,11.0,-61.0,,,,0.08,0.26,0.63,1.11,1.93
1007903450,11.0,-15.0,,,,0.17,0.29,0.57,0.99,1.79
1007903460,11.0,-14.0,,,,0.17,0.29,0.57,0.98,1.77
1008000440,10.0,44.0,,,,0.14,0.27,0.55,1.0,1.76
1008000450,10.0,45.0,,,,0.15,0.27,0.55,1.0,1.77
1008000760,10.0,76.0,,,,-0.07,0.14,0.55,1.11,1.93
1008000770,10.0,77.0,,,,-0.09,0.13,0.54,1.09,1.91
1008000780,10.0,78.0,,,,-0.1,0.12,0.53,1.08,1.89
1008000790,10.0,79.0,,,,-0.1,0.12,0.52,1.08,1.89
1008000800,10.0,80.0,,,,-0.09,0.13,0.53,1.08,1.91
1008000990,10.0,99.0,,,,-0.07,0.15,0.56,1.09,1.92
1008001050,10.0,105.0,,,,-0.07,0.15,0.55,1.09,1.91
1008001060,10.0,106.0,,,,-0.08,0.14,0.55,1.08,1.9
1008001070,10.0,107.0,,,,-0.08,0.15,0.56,1.09,1.92
1008001190,10.0,119.0,,,,0.24,0.36,0.66,1.08,1.94
1008001230,10.0,123.0,,,,0.17,0.29,0.58,1.0,1.86
1008001240,10.0,124.0,,,,0.16,0.28,0.57,0.99,1.85
1008001250,10.0,125.0,,,,0.16,0.28,0.58,0.99,1.85
1008002750,10.0,-85.0,,,,0.27,0.37,0.62,1.03,1.86
1008002760,10.0,-84.0,,,,0.29,0.38,0.63,1.04,1.87
1008002770,10.0,-83.0,,,,0.23,0.35,0.63,1.07,1.9
1008002840,10.0,-76.0,,,,0.44,0.54,0.81,1.23,2.05
1008002850,10.0,-75.0,,,,0.43,0.53,0.8,1.22,2.03
1008002870,10.0,-73.0,,,,0.31,0.43,0.71,1.13,1.93
1008002880,10.0,-72.0,,,,0.26,0.38,0.66,1.09,1.89
1008002890,10.0,-71.0,,,,0.23,0.35,0.63,1.06,1.86
1008002910,10.0,-69.0,,,,0.21,0.33,0.61,1.03,1.83
1008002920,10.0,-68.0,,,,0.21,0.33,0.61,1.03,1.83
1008002930,10.0,-67.0,,,,0.06,0.25,0.61,1.09,1.89
1008002940,10.0,-66.0,,,,0.06,0.25,0.61,1.09,1.89
1008002950,10.0,-65.0,,,,0.06,0.25,0.61,1.09,1.89
1008002960,10.0,-64.0,,,,0.06,0.24,0.61,1.09,1.88
1008002970,10.0,-63.0,,,,0.06,0.24,0.6,1.09,1.88
1008002990,10.0,-61.0,,,,0.07,0.25,0.62,1.1,1.91
1008003460,10.0,-14.0,,,,0.17,0.3,0.58,0.99,1.79
1008003470,10.0,-13.0,,,,0.17,0.29,0.57,0.99,1.77
1008100760,9.0,76.0,,,,-0.06,0.16,0.57,1.13,1.96
1008100770,9.0,77.0,,,,-0.07,0.14,0.55,1.11,1.93
1008100780,9.0,78.0,,,,-0.08,0.13,0.54,1.1,1.92
1008100790,9.0,79.0,,,,-0.08,0.13,0.54,1.1,1.93
1008100800,9.0,80.0,,,,-0.08,0.14,0.54,1.1,1.92
1008100810,9.0,81.0,,,,-0.07,0.15,0.55,1.11,1.94
1008100990,9.0,99.0,,,,-0.07,0.16,0.56,1.09,1.92
1008101050,9.0,105.0,,,,-0.06,0.16,0.56,1.1,1.93
1008101060,9.0,106.0,,,,-0.07,0.15,0.56,1.1,1.93
1008101230,9.0,123.0,,,,0.15,0.27,0.56,0.99,1.85
1008101250,9.0,125.0,,,,0.17,0.29,0.58,0.99,1.85
1008101260,9.0,126.0,,,,0.17,0.3,0.6,1.01,1.87
1008102760,9.0,-84.0,,,,0.26,0.37,0.6,1.02,1.85
1008102770,9.0,-83.0,,,,0.27,0.37,0.61,1.01,1.84
1008102800,9.0,-80.0,,,,0.28,0.38,0.64,1.05,1.88
1008102810,9.0,-79.0,,,,0.3,0.39,0.63,1.04,1.87
1008102840,9.0,-76.0,,,,0.38,0.48,0.76,1.18,1.99
1008102850,9.0,-75.0,,,,0.37,0.48,0.75,1.18,1.98
1008102880,9.0,-72.0,,,,0.25,0.38,0.66,1.09,1.88
1008102890,9.0,-71.0,,,,0.23,0.35,0.63,1.06,1.86
1008102900,9.0,-70.0,,,,0.22,0.34,0.62,1.04,1.83
1008102950,9.0,-65.0,,,,0.05,0.24,0.6,1.08,1.87
1008102960,9.0,-64.0,,,,0.05,0.23,0.6,1.08,1.87
1008102980,9.0,-62.0,,,,0.05,0.24,0.6,1.08,1.87
1008103470,9.0,-13.0,,,,0.18,0.3,0.58,1.0,1.79
1008103480,9.0,-12.0,,,,0.17,0.29,0.57,0.99,1.77
1008200770,8.0,77.0,,,,-0.06,0.16,0.57,1.13,1.97
1008200800,8.0,80.0,,,,-0.07,0.15,0.55,1.11,1.94
1008200810,8.0,81.0,,,,-0.06,0.15,0.56,1.11,1.94
1008200820,8.0,82.0,,,,-0.05,0.16,0.57,1.12,1.96
1008200980,8.0,98.0,,,,-0.06,0.17,0.56,1.1,1.94
1008201000,8.0,100.0,,,,-0.06,0.16,0.56,1.1,1.93
1008201230,8.0,123.0,,,,0.14,0.27,0.56,0.98,1.84
1008201240,8.0,124.0,,,,0.16,0.28,0.57,0.99,1.84
1008201250,8.0,125.0,,,,0.18,0.3,0.58,1.0,1.85
1008201260,8.0,126.0,,,,0.19,0.32,0.6,1.02,1.88
1008202780,8.0,-82.0,,,,0.23,0.33,0.57,0.98,1.81
1008202830,8.0,-77.0,,,,0.29,0.4,0.65,1.06,1.87
1008202840,8.0,-76.0,,,,0.3,0.42,0.68,1.1,1.9
1008203470,8.0,-13.0,,,,0.19,0.31,0.6,1.02,1.82
1008203480,8.0,-12.0,,,,0.18,0.3,0.58,1.0,1.79
1008300000,7.0,0.0,,,,0.17,0.29,0.58,1.01,1.78
1008300010,7.0,1.0,,,,0.17,0.3,0.58,1.02,1.79
1008300020,7.0,2.0,,,,0.17,0.3,0.58,1.02,1.79
1008300030,7.0,3.0,,,,0.18,0.3,0.58,1.02,1.79
1008300040,7.0,4.0,,,,0.17,0.3,0.58,1.02,1.79
1008300050,7.0,5.0,,,,0.17,0.29,0.58,1.02,1.78
1008300490,7.0,49.0,,,,0.14,0.27,0.56,1.02,1.82
1008300800,7.0,80.0,,,,-0.06,0.16,0.57,1.13,1.96
1008300810,7.0,81.0,,,,-0.06,0.16,0.57,1.12,1.95
1008300820,7.0,82.0,,,,-0.05,0.17,0.58,1.13,1.97
1008301000,7.0,100.0,,,,-0.06,0.16,0.56,1.09,1.92
1008301010,7.0,101.0,,,,-0.06,0.16,0.57,1.1,1.94
