location,lat,lon,gauge_id,gauge_name,low-end,low,central,high,high-end
2123,28.41,-80.59,2123,TRIDENT_PIER,0.29,0.38,0.63,1.04,1.85
2125,38.91,-123.71,2125,ARENA_COVE,0.22,0.31,0.53,0.9,1.74
2126,34.41,-119.69,2126,SANTA_BARBARA,0.22,0.3,0.51,0.89,1.74
2127,48.12,-123.44,2127,PORT_ANGELES,0.19,0.27,0.47,0.82,1.61
2128,20.04,-155.83,2128,KAWAIHAE,0.28,0.38,0.65,1.1,2.04
2133,57.72,11.97,2133,GOTEBORG-RINGON,0.17,0.3,0.58,1.0,1.62
2183,-4.07,39.65,2183,MOMBASA_II,0.27,0.36,0.6,1.01,1.82
2198,-2.27,40.9,2198,LAMU_B,0.28,0.36,0.6,1.01,1.82
2215,30.33,-89.33,2215,BAY_WAVELAND_YACHT_CLUB_II,0.26,0.35,0.6,1.02,1.81
2261,-20.2,-70.15,2261,IQUIQUE_II,0.26,0.34,0.55,0.93,1.71
2262,-39.88,-73.42,2262,CORRAL_II,0.22,0.29,0.48,0.8,1.49
2263,-53.12,-70.86,2263,PUNTA_ARENAS_II,0.15,0.23,0.42,0.71,1.28
2264,-41.87,-73.83,2264,ANCUD,0.21,0.28,0.47,0.78,1.46
2292,38.33,-75.09,2292,OCEAN_CITY_INLET,0.28,0.39,0.66,1.09,1.85
2294,35.22,-75.64,2294,CAPE_HATTERAS,0.29,0.39,0.64,1.05,1.83
2295,34.72,-76.67,2295,BEAUFORT,0.28,0.38,0.63,1.04,1.82
2310,-28.54,153.55,2310,BRUNSWICK_HEADS,0.26,0.34,0.58,1.01,1.81
2311,-30.3,153.15,2311,COFFS_HARBOUR_III,0.26,0.34,0.58,1.02,1.81
2312,-35.12,150.71,2312,JERVIS_BAY_II,0.24,0.33,0.59,1.03,1.79
2313,-31.43,152.91,2313,PORT_MACQUARIE,0.26,0.34,0.59,1.03,1.81
2314,-28.17,153.55,2314,TWEED_HEADS,0.26,0.34,0.58,1.01,1.81
2316,-32.71,152.18,2316,PORT_STEPHENS,0.26,0.34,0.59,1.04,1.81
2322,40.81,-73.77,2322,KINGS_POINT,0.26,0.38,0.67,1.1,1.84
2323,39.21,-76.25,2323,TOLCHESTER_BEACH,0.28,0.38,0.66,1.09,1.83
2324,37.99,-76.47,2324,LEWISETTA,0.28,0.38,0.66,1.08,1.83
2325,35.8,-75.55,2325,OREGON_INLET_MARINA,0.29,0.39,0.65,1.07,1.84
2326,30.4,-81.43,2326,MAYPORT,0.29,0.38,0.63,1.04,1.84
2329,37.51,-122.21,2329,REDWOOD_CITY,0.2,0.29,0.5,0.88,1.72
2330,38.05,-122.04,2330,PORT_CHICAGO,0.2,0.28,0.49,0.87,1.7
2356,-18.13,178.43,2356,SUVA-B,0.26,0.35,0.6,1.04,1.91
2358,-33.83,151.26,2358,SYDNEY_PORT_JACKSON,0.25,0.34,0.59,1.03,1.8
